id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified
9.91041E+17,https://twitter.com/artstuffmatters/status/991040806394920960,Mon Apr 30 19:45:15 +0000 2018,2018-04-30 19:45:15+00:00,artstuffmatters,"RT @occupytheory: Just out in @hyperallergic by @hragv about the Brooklyn Museum. A must read.#decolonizethisplace #decolonizebrooklynmusâ€_",retweet,,decolonizethisplace,,,0,,,,en,,,8,9.91029E+17,occupytheory,472499685,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",46444482,Thu Jun 11 17:53:38 +0000 2009,FALSE,"Cultural organizer/curator/art historian #MuseumsAreNotNeutral #artofblackdissent Social Justice & Museums https://t.co/xKAqWw2K4P  https://t.co/RzBk2jojKFâ€_*She/Her*",31270,3069,1288,139,"Jackson, MS, USA",LaTanya S. Autry,13738,Eastern Time (US & Canada),http://artstuffmatters.wordpress.com/,FALSE
9.91039E+17,https://twitter.com/OccupyWallStNYC/status/991039210676281344,Mon Apr 30 19:38:55 +0000 2018,2018-04-30 19:38:55+00:00,OccupyWallStNYC,"RT @occupytheory: Just out in @hyperallergic by @hragv about the Brooklyn Museum. A must read.#decolonizethisplace #decolonizebrooklynmusâ€_",retweet,,decolonizethisplace,,,0,,,,en,,,8,9.91029E+17,occupytheory,472499685,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",335972576,Fri Jul 15 15:02:12 +0000 2011,FALSE,"Occupying Wall Street since Sep 17, 2011. Standing with global #Occupy. About our team: https://t.co/7SfBMRuTjZ #RESIST #NotMyPresident #CountMeIn",14612,207320,8864,5380,"Wall Street, NYC",Occupy Wall Street,102674,Eastern Time (US & Canada),http://www.occupywallst.nyc,FALSE
9.91038E+17,https://twitter.com/nasrat/status/991037537270542336,Mon Apr 30 19:32:16 +0000 2018,2018-04-30 19:32:16+00:00,nasrat,"RT @occupytheory: Just out in @hyperallergic by @hragv about the Brooklyn Museum. A must read.#decolonizethisplace #decolonizebrooklynmusâ€_",retweet,,decolonizethisplace,,,0,,,,en,,,8,9.91029E+17,occupytheory,472499685,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",14526378,Fri Apr 25 13:42:29 +0000 2008,FALSE,Wellesley â€˜19 Davis Scholar. Anthropology major. Queer non-binary trans woman _ŸŒˆ Performer _Ÿ’ƒ_Ÿè»_Ÿ‘©_Ÿè_â€ç_Ÿ__ Aspiring writer _Ÿ“ù she/her.,4165,251,724,90,"Brooklyn, NY",Pris Nasrat _Ÿ’œ,5724,America/New_York,,FALSE
9.91034E+17,https://twitter.com/occupytheory/status/991033958430322689,Mon Apr 30 19:18:02 +0000 2018,2018-04-30 19:18:02+00:00,occupytheory,"RT @occupytheory: Just Out in the Gothamist, â€˜Decolonize This Place Protesters Disrupt Brooklyn Museum, Condemn 'Imperial Plunder'â€™https:â€_",retweet,,,,,0,,,,en,,,2,9.90988E+17,occupytheory,472499685,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",472499685,Tue Jan 24 00:52:34 +0000 2012,FALSE,TIDAL conversations launch theories and strategies towards ACTION - online and in print.,4733,7308,4422,327,Occupy Wall Street,Occupy Theory,20231,Atlantic Time (Canada),http://www.decolonizethisplace.org,FALSE
9.91034E+17,https://twitter.com/occupytheory/status/991033906219618306,Mon Apr 30 19:17:50 +0000 2018,2018-04-30 19:17:50+00:00,occupytheory,"RT @occupytheory: Just out in @hyperallergic by @hragv about the Brooklyn Museum. A must read.#decolonizethisplace #decolonizebrooklynmusâ€_",retweet,,decolonizethisplace,,,0,,,,en,,,8,9.91029E+17,occupytheory,472499685,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",472499685,Tue Jan 24 00:52:34 +0000 2012,FALSE,TIDAL conversations launch theories and strategies towards ACTION - online and in print.,4733,7308,4422,327,Occupy Wall Street,Occupy Theory,20231,Atlantic Time (Canada),http://www.decolonizethisplace.org,FALSE
9.91031E+17,https://twitter.com/nickmirzoeff/status/991031259139919873,Mon Apr 30 19:07:19 +0000 2018,2018-04-30 19:07:19+00:00,nickmirzoeff,"RT @occupytheory: Just out in @hyperallergic by @hragv about the Brooklyn Museum. A must read.#decolonizethisplace #decolonizebrooklynmusâ€_",retweet,,decolonizethisplace,,,0,,,,en,,,8,9.91029E+17,occupytheory,472499685,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",34497961,Thu Apr 23 02:25:30 +0000 2009,FALSE,Visual Activism. The Right to Look. Direct Democracy. Views are personal.,1779,3083,1236,103,New York,Nicholas Mirzoeff,4688,Eastern Time (US & Canada),http://www.nicholasmirzoeff.com/bio/,FALSE
9.91031E+17,https://twitter.com/hyperallergic/status/991031025525559296,Mon Apr 30 19:06:23 +0000 2018,2018-04-30 19:06:23+00:00,hyperallergic,"RT @occupytheory: Just out in @hyperallergic by @hragv about the Brooklyn Museum. A must read.#decolonizethisplace #decolonizebrooklynmusâ€_",retweet,,decolonizethisplace,,,0,,,,en,,,8,9.91029E+17,occupytheory,472499685,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",64054704,Sat Aug 08 22:23:38 +0000 2009,FALSE,"Sensitive to Art and Its Discontents. For the latest art news, reviews, and commentary from Hyperallergic, visit â†“",3710,136675,676,2844,Based in Reality,hyperallergic,48036,Quito,http://hyperallergic.com,FALSE
9.91029E+17,https://twitter.com/IgnotoLugar/status/991029298260860929,Mon Apr 30 18:59:31 +0000 2018,2018-04-30 18:59:31+00:00,IgnotoLugar,"RT @NadeemGibran: Real estate tycoons on the board of Brooklyn Musuem + NYPD force + â€œthe artsâ€ù = displacement at work. #DecolonizeBrooklâ€_",retweet,,,,,0,,,,en,,,14,9.90702E+17,NadeemGibran,7.5529E+17,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",9.22357E+17,Mon Oct 23 07:01:28 +0000 2017,FALSE,"Mis retuits no son siempre mi opiniÃ_n, a veces incluso lo contrario",6596,381,693,0,,Ignoto Lugar,75662,,,FALSE
9.91029E+17,https://twitter.com/occupytheory/status/991028644272377856,Mon Apr 30 18:56:55 +0000 2018,2018-04-30 18:56:55+00:00,occupytheory,"Just out in @hyperallergic by @hragv about the Brooklyn Museum. A must read.#decolonizethisplace #decolonizebrooklynmuseum https://t.co/TL7ErQN7We https://t.co/iEtCCpxcJh",original,,decolonizethisplace decolonizebrooklynmuseum,https://twitter.com/occupytheory/status/991028644272377856/photo/1,https://hyperallergic.com/440426/protesters-occupy-brooklyn-museum-atrium-demanding-decolonization-commission/,16,,,,en,,FALSE,8,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",472499685,Tue Jan 24 00:52:34 +0000 2012,FALSE,TIDAL conversations launch theories and strategies towards ACTION - online and in print.,4733,7308,4422,327,Occupy Wall Street,Occupy Theory,20231,Atlantic Time (Canada),http://www.decolonizethisplace.org,FALSE
9.91023E+17,https://twitter.com/BYP_100/status/991023019400335360,Mon Apr 30 18:34:34 +0000 2018,2018-04-30 18:34:34+00:00,BYP_100,RT @OccupyWallStNYC: On this #SundayMorning we are here to #decolonizethisplace &amp; #decolonizebrooklynmuseum https://t.co/ET0mUfBPIl,retweet,,SundayMorning decolonizethisplace decolonizebrooklynmuseum,https://twitter.com/OccupyWallStNYC/status/990633474791964672/photo/1 https://twitter.com/OccupyWallStNYC/status/990633474791964672/photo/1 https://twitter.com/OccupyWallStNYC/status/990633474791964672/photo/1 https://twitter.com/OccupyWallStNYC/status/990633474791964672/photo/1,,0,,,,en,,FALSE,10,9.90633E+17,OccupyWallStNYC,335972576,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1604954443,Fri Jul 19 03:07:23 +0000 2013,FALSE,"An activist, member-based organization of Black 18-35 year olds dedicated to creating freedom & justice for all Black people through a Black Queer Feminist Lens",2737,33826,676,619,United States,BYP100,13073,,http://www.byp100.org,FALSE
9.91017E+17,https://twitter.com/msbritt_305/status/991016858152243200,Mon Apr 30 18:10:05 +0000 2018,2018-04-30 18:10:05+00:00,msbritt_305,"RT @AshAgony: #DecolonizeThisPlace took over the Brooklyn Museum earlier today, dropped banners, &amp; read a list of demands to #DecolonizeBroâ€_",retweet,,DecolonizeThisPlace,,,0,,,,en,,,107,9.90693E+17,AshAgony,809115114,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",94897451,Sun Dec 06 00:17:25 +0000 2009,FALSE,"New York State Organizer - Indivisible Project;Founder of Dancing for Justice; Dancer; Healer, Choreographer; #CLOSErikers #FREEnewyork #blackliberation",148,654,2025,5,New York,brittany,2020,Hawaii,,FALSE
9.91015E+17,https://twitter.com/nycDSAantiwar/status/991015078832037888,Mon Apr 30 18:03:01 +0000 2018,2018-04-30 18:03:01+00:00,nycDSAantiwar,"RT @AshAgony: #DecolonizeThisPlace took over the Brooklyn Museum earlier today, dropped banners, &amp; read a list of demands to #DecolonizeBroâ€_",retweet,,DecolonizeThisPlace,,,0,,,,en,,,107,9.90693E+17,AshAgony,809115114,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9.55971E+17,Wed Jan 24 01:09:37 +0000 2018,FALSE,@nycDSAâ€™s Anti-War WG works to disrupt the US war machine in NYC by building grassroots power and working w/ other anti-war groups to counter US imperialism,380,384,198,5,"Occupied Lenape Land, NYC",NYC-DSA Anti-War _Ÿ•__ŸŒ_,257,,http://www.socialists.nyc/working-groups/,FALSE
